species_id,formula,name,casno,charge,point_group,multiplicity,s_squared,closed_shell,n_electrons,n_atoms,geometry_source,geometry_method,xyz,cheapest_energy_method,cheapest_energy_basis,cheapest_energy,best_energy_method,best_energy_basis,best_energy
B2H2_56125747,B2H2,Diborane(2),56125747,0,D∞h,1,0.0,1,12,4,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"B 0.000000 0.000000 0.751900
B 0.000000 0.000000 -0.751900
H 0.000000 0.000000 1.921000
H 0.000000 0.000000 -1.921000",HF,STO-3G,-49.751838,CCSD(T)=FULL,aug-cc-pVQZ,-50.695048
B2H4_18099451,B2H4,Diborane(4) D2d,18099451,0,D2d,1,0.0,1,14,6,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"B 0.000000 0.000000 0.819400
B 0.000000 0.000000 -0.819400
H 0.000000 1.012400 1.450200
H 0.000000 -1.012400 1.450200
H 1.012400 0.000000 -1.450200
H -1.012400 0.000000 -1.450200",HF,STO-3G,-51.010706,CCSD(T)=FULL,aug-cc-pVQZ,-51.967233
B2H4_9000348,B2H4,Diborane(4) C2V,9000348,0,C2v,1,0.0,1,14,6,calculated,CCSD(T)=FULL/aug-cc-pCVTZ,"B 0.000000 0.733000 -0.115900
B 0.000000 -0.733000 -0.115900
H 0.897200 0.000000 0.563400
H -0.897200 0.000000 0.563400
H 0.000000 1.898500 0.015900
H 0.000000 -1.898500 0.015900",HF,STO-3G,-50.936396,CCSD(T)=FULL,aug-cc-pVQZ,-51.971711
B2H6+_19287457,B2H6,Diborane cation,19287457,1,D2h,2,0.75,0,15,8,experimental,,"B 0.880000 0.000000 0.000000
B -0.880000 0.000000 0.000000
H 0.000000 0.000000 0.980000
H 0.000000 0.000000 -0.980000
H 1.461800 1.049500 0.000000
H 1.461800 -1.049500 0.000000
H -1.461800 1.049500 0.000000
H -1.461800 -1.049500 0.000000",HF,STO-3G,-51.785474,CCSD(T)=FULL,aug-cc-pVQZ,-52.794828
B2H6_19287457,B2H6,Diborane,19287457,0,D2h,1,0.0,1,16,8,experimental,,"B 0.880000 0.000000 0.000000
B -0.880000 0.000000 0.000000
H 0.000000 0.000000 0.980000
H 0.000000 0.000000 -0.980000
H 1.461800 1.049500 0.000000
H 1.461800 -1.049500 0.000000
H -1.461800 1.049500 0.000000
H -1.461800 -1.049500 0.000000",HF,STO-3G,-52.166105,CCSD(T)=FULL,aug-cc-pVQZ,-53.218486
B2O2_13766284,B2O2,Diboron dioxide,13766284,0,D∞h,1,0.0,1,26,4,calculated,CCSD(T)/6-31G*,"B 0.000000 0.000000 0.822100
B 0.000000 0.000000 -0.822100
O 0.000000 0.000000 2.036700
O 0.000000 0.000000 -2.036700",HF,STO-3G,-196.53011,CCSD(T),6-31G*,-199.719644
B2O3_1303862,B2O3,diboron trioxide,1303862,0,D∞h,1,0.0,1,34,5,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"O 0.000000 0.000000 0.481300
B 0.000000 1.254400 0.057500
B 0.000000 -1.254400 0.057500
O 0.000000 2.419000 -0.276500
O 0.000000 -2.419000 -0.276500",HF,STO-3G,-270.446293,CCSD(T)=FULL,aug-cc-pVQZ,-275.371816
B2_14452610,B2,Boron diatomic,14452610,0,D∞h,3,2.0,0,10,2,experimental,,"B 0.000000 0.000000 0.000000
B 0.000000 0.000000 1.590000",HF,STO-3G,-48.350383,CCSD(T)=FULL,aug-cc-pVQZ,-49.353363
B3H6N3_6569513,B3H6N3,borazine,6569513,0,D3h,1,0.0,1,42,12,calculated,CCD/cc-pVDZ,"N 0.000000 1.415800 0.000000
N 1.226100 -0.707900 0.000000
N -1.226100 -0.707900 0.000000
B 0.000000 -1.455800 0.000000
B -1.260800 0.727900 0.000000
B 1.260800 0.727900 0.000000
H 0.000000 2.428900 0.000000
H 2.103500 -1.214500 0.000000
H -2.103500 -1.214500 0.000000
H 0.000000 -2.664600 0.000000
H -2.307700 1.332300 0.000000
H 2.307700 1.332300 0.000000",HF,STO-3G,-238.148061,CCSD(T),6-31G*,-241.924126
B4H10_18283937,B4H10,Tetraborane(10),18283937,0,C2v,1,0.0,1,30,14,experimental,,"B 0.000000 -0.852000 0.000000
B 0.000000 0.852000 0.000000
B 1.406000 0.000000 0.861000
B -1.406000 0.000000 0.861000
H 0.000000 -1.293000 -1.139000
H 0.000000 1.293000 -1.139000
H 0.985000 -1.410000 0.669000
H -0.985000 -1.410000 0.669000
H -0.985000 1.410000 0.669000
H 0.985000 1.410000 0.669000
H 1.203000 0.000000 2.037000
H 2.506000 0.000000 0.396000
H -1.203000 0.000000 2.037000
H -2.506000 0.000000 0.396000",HF,STO-3G,-103.18075,CCSD(T)=FULL,aug-cc-pVTZ,-105.197042
B5H9_19624227,B5H9,pentaborane9,19624227,0,C4v,1,0.0,1,34,14,calculated,CCSD(T)=FULL/aug-cc-pVDZ,"B 0.000000 0.000000 0.996600
H 0.000000 0.000000 2.188300
B 0.000000 1.286600 -0.145400
B 1.286600 0.000000 -0.145400
B 0.000000 -1.286600 -0.145400
B -1.286600 0.000000 -0.145400
H 0.000000 2.473000 -0.014900
H 2.473000 0.000000 -0.014900
H 0.000000 -2.473000 -0.014900
H -2.473000 0.000000 -0.014900
H 0.956500 0.956500 -1.050700
H 0.956500 -0.956500 -1.050700
H -0.956500 -0.956500 -1.050700
H -0.956500 0.956500 -1.050700",HF,STO-3G,-126.988365,CCSD(T)=FULL,"6-311+G(3df,2p)",-129.431142
BBe_57679637,BBe,Beryllium monoboride,57679637,0,C∞v,2,0.75,0,9,2,calculated,CCSD(T)=FULL/cc-pCVTZ,"Be 0.000000 0.000000 -1.071100
B 0.000000 0.000000 0.856900",HF,STO-3G,-38.573082,CCSD(T)=FULL,aug-cc-pVQZ,-39.298574
BBr3_10294334,BBr3,Boron tribromide,10294334,0,D3h,1,0.0,1,110,4,experimental,,"B 0.000000 0.000000 0.000000
Br 0.000000 1.893200 0.000000
Br 1.639600 -0.946600 0.000000
Br -1.639600 -0.946600 0.000000",HF,STO-3G,-7658.497487,CCSD(T)=FULL,cc-pVTZ,-7743.156048
BBr_19961296,BBr,Boron monobromide,19961296,0,C∞v,1,0.0,1,40,2,experimental,,"B 0.000000 0.000000 0.000000
Br 0.000000 0.000000 1.888000",HF,STO-3G,-2568.93261,CCSD(T)=FULL,aug-cc-pVQZ,-2597.606198
BCl+_20583555,BCl,boron monochloride cation,20583555,1,C∞v,2,0.75,0,21,2,experimental,,"B 0.000000 0.000000 0.000000
Cl 0.000000 0.000000 1.715900",HF,6-31G*,-483.786608,MP4,cc-pVTZ,-484.093502
BCl-_20583555,BCl,boron monochloride anion,20583555,-1,C∞v,2,0.75,0,23,2,experimental,,"B 0.000000 0.000000 0.000000
Cl 0.000000 0.000000 1.715900",HF,6-31G*,-484.072739,MP4,cc-pVTZ,-484.439077
BCl2H_10325390,BCl2H,"Borane, dichloro-",10325390,0,C2v,1,0.0,1,40,4,experimental,,"B 0.000000 0.000000 0.718900
H 0.000000 0.000000 1.848900
Cl 0.000000 1.513200 -0.160100
Cl 0.000000 -1.513200 -0.160100",HF,STO-3G,-934.183657,CCSD(T),6-31G**,-944.692672
BCl3+_10294345,BCl3,Boron Trichloride cation,10294345,1,D3h,2,0.751,0,55,4,experimental,,"B 0.000000 0.000000 0.000000
Cl 0.000000 1.742100 0.000000
Cl 1.508700 -0.871100 0.000000
Cl -1.508700 -0.871100 0.000000",HF,STO-3G,-1387.803124,CCSD(T)=FULL,cc-pVQZ,-1403.967087
BCl3H3N_49860186,BCl3H3N,Amminetrichloroboron,49860186,0,C3v,1,0.0,1,66,8,,,,,,,,,
BCl3_10294345,BCl3,"Borane, trichloro-",10294345,0,D3h,1,0.0,1,56,4,experimental,,"B 0.000000 0.000000 0.000000
Cl 0.000000 1.742100 0.000000
Cl 1.508700 -0.871100 0.000000
Cl -1.508700 -0.871100 0.000000",HF,STO-3G,-1388.229774,CCSD(T)=FULL,aug-cc-pVQZ,-1404.40894
BClF2_14720300,BClF2,Chlorodifluoroborane,14720300,0,C2v,1,0.0,1,40,4,experimental,,"B 0.000000 0.000000 -0.413000
Cl 0.000000 0.000000 1.315000
F 0.000000 1.128000 -0.676000
F 0.000000 -1.128000 -0.676000",HF,STO-3G,-675.194614,CCSD(T)=FULL,aug-cc-pVTZ,-684.265067
BCl_20583555,BCl,boron monochloride,20583555,0,C∞v,1,0.0,1,22,2,experimental,,"B 0.000000 0.000000 0.000000
Cl 0.000000 0.000000 1.715900",HF,STO-3G,-478.877873,CCSD(T),aug-cc-pVTZ,-484.463776
BF+_13768600,BF,Boron monofluoride cation,13768600,1,C∞v,2,0.75,0,13,2,experimental,,"B 0.000000 0.000000 0.000000
F 0.000000 0.000000 1.266900",HF,6-31G*,-123.74865,CCSD(T),cc-pV(T+d)Z,-124.096704
BF-_13768600,BF,Boron monofluoride anion,13768600,-1,C∞v,2,0.75,0,15,2,experimental,,"B 0.000000 0.000000 0.000000
F 0.000000 0.000000 1.266900",HF,6-31G*,-124.00356,CCSD(T),cc-pV(T+d)Z,-124.445517
BF2H_13709836,BF2H,Difluoroborane,13709836,0,C2v,1,0.0,1,24,4,experimental,,"B 0.000000 0.000000 0.454700
H 0.000000 0.000000 1.643700
F 0.000000 1.125500 -0.217600
F 0.000000 -1.125500 -0.217600",HF,STO-3G,-221.135205,CCSD(T),6-31G**,-224.704232
BF2_13842552,BF2,Boron difluoride radical,13842552,0,C2v,2,0.75,0,23,3,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"B 0.000000 0.000000 0.501100
F 0.000000 1.135400 -0.139200
F 0.000000 -1.135400 -0.139200",HF,STO-3G,-220.478701,CCSD(T)=FULL,aug-cc-pVQZ,-224.465682
BF3+_7637072,BF3,boron trifluoride cation,7637072,1,D3h,2,0.806,0,31,4,experimental,,"B 0.000000 0.000000 0.000000
F 0.000000 1.307000 0.000000
F 1.131900 -0.653500 0.000000
F -1.131900 -0.653500 0.000000",HF,6-31G*,-322.596126,CCSD(T)=FULL,6-31G*,-323.23697
BF3-_7637072,BF3,"Borane, trifluoro- anion",7637072,-1,D3h,2,0.75,0,33,4,experimental,,"B 0.000000 0.000000 0.000000
F 0.000000 1.307000 0.000000
F 1.131900 -0.653500 0.000000
F -1.131900 -0.653500 0.000000",HF,STO-3G,-318.36022,CCSD(T),aug-cc-pVDZ,-323.879169
BF3H3N_137019869,BF3H3N,Boron trifluoride monoammoniate,137019869,0,,1,0.0,1,42,8,,,,,,,,,
BF3H3N_13709869,BF3H3N,Amminetrifluoroboron,13709869,0,C3v,1,0.0,1,42,8,calculated,CCSD(T)=FULL/aug-cc-pVDZ,"N 0.000000 0.000000 1.456800
B 0.000000 0.000000 -0.197200
F 0.000000 1.352000 -0.542400
F 1.170900 -0.676000 -0.542400
F -1.170900 -0.676000 -0.542400
H 0.000000 -0.959400 1.811100
H 0.830900 0.479700 1.811100
H -0.830900 0.479700 1.811100",HF,STO-3G,-374.142482,CCSD(T)=FULL,cc-pVTZ,-380.770385
BF3_7637072,BF3,"Borane, trifluoro-",7637072,0,D3h,1,0.0,1,32,4,experimental,,"B 0.000000 0.000000 0.000000
F 0.000000 1.307000 0.000000
F 1.131900 -0.653500 0.000000
F -1.131900 -0.653500 0.000000",HF,STO-3G,-318.661937,CCSD(T)=FULL,aug-cc-pVQZ,-324.428563
BF4-_14874705,BF4,tetrafluoroboron anion,14874705,-1,,1,0.0,1,42,5,calculated,CCSD/6-31G*,"B 0.000000 0.000000 0.000000
F 0.814900 0.814900 0.814900
F -0.814900 -0.814900 0.814900
F -0.814900 0.814900 -0.814900
F 0.814900 -0.814900 -0.814900",HF,STO-3G,-416.61439,CCSD(T)=FULL,6-31G*,-423.52909
BFO_23361560,BFO,Boron monofluoride monoxide,23361560,0,C∞v,1,0.0,1,22,3,experimental,,"B 0.000000 0.000000 -0.086000
F 0.000000 0.000000 1.197300
O 0.000000 0.000000 -1.293200",,,,,,
BF_13768600,BF,Boron monofluoride,13768600,0,C∞v,1,0.0,1,14,2,experimental,,"B 0.000000 0.000000 0.000000
F 0.000000 0.000000 1.266900",HF,STO-3G,-122.356634,CCSD(T)=FULL,aug-cc-pVQZ,-124.598965
BGa_1408277064,BGa,Boron Gallium,1408277064,0,C∞v,3,2.02,0,36,2,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"B 0.000000 0.000000 -1.719400
Ga 0.000000 0.000000 0.277300",HF,STO-3G,-1925.20539,CCSD(T)=FULL,aug-cc-pVQZ,-1948.216398
BH+_13766262,BH,boron monohydride cation,13766262,1,C∞v,2,0.75,0,5,2,experimental,,"B 0.000000 0.000000 0.000000
H 0.000000 0.000000 1.232400",HF,6-31G*,-24.815179,CCSD(T),cc-pV(T+d)Z,-24.872751
BH-_13766262,BH,boron monohydride anion,13766262,-1,C∞v,2,0.75,0,7,2,experimental,,"B 0.000000 0.000000 0.000000
H 0.000000 0.000000 1.232400",HF,6-31G*,-25.060721,CCSD(T),cc-pV(T+d)Z,-25.217777
BH2+_14452643,BH2,Boron dihydride cation,14452643,1,C2v,1,0.0,1,6,3,experimental,,"B 0.000000 0.000000 0.000000
H 0.000000 0.489000 1.074000
H 0.000000 0.489000 -1.074000",HF,STO-3G,-25.174432,CCSD(T)=FULL,aug-cc-pVQZ,-25.595994
BH2-_14452643,BH2,boron dihydride anion,14452643,-1,C2v,3,2.0,0,8,3,experimental,,"B 0.000000 0.000000 0.000000
H 0.000000 0.489000 1.074000
H 0.000000 0.489000 -1.074000",HF,STO-3G,-25.19921,CCSD(T)=FULL,aug-cc-pVQZ,-25.904335
BH2N_15119978,BH2N,Boranimine,15119978,0,C∞v,1,0.0,1,14,4,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"B 0.000000 0.000000 -0.694400
N 0.000000 0.000000 0.542800
H 0.000000 0.000000 -1.859400
H 0.000000 0.000000 1.532200",HF,STO-3G,-79.258418,CCSD(T)=FULL,aug-cc-pVQZ,-80.741773
BH2_14452643,BH2,boron dihydride,14452643,0,C2v,2,0.75,0,7,3,experimental,,"B 0.000000 0.000000 0.000000
H 0.000000 0.489000 1.074000
H 0.000000 0.489000 -1.074000",HF,STO-3G,-25.410349,CCSD(T),cc-pVTZ,-25.863054
BH3+_13283313,BH3,boron trihydride cation,13283313,1,C2v,2,0.75,0,7,4,experimental,,"B 0.000000 0.000000 0.000000
H 0.000000 1.190000 0.000000
H 1.030600 -0.595000 0.000000
H -1.030600 -0.595000 0.000000",HF,STO-3G,-25.629555,CCSD(T)=FULL,6-31G*,-25.680726
BH3-_13283313,BH3,boron trihydride anion,13283313,-1,C2v,2,0.75,0,9,4,experimental,,"B 0.000000 0.000000 0.000000
H 0.000000 1.190000 0.000000
H 1.030600 -0.595000 0.000000
H -1.030600 -0.595000 0.000000",HF,6-31G*,-26.329398,CCSD(T)=FULL,6-31G*,-26.440255
BH3O3_10043353,BH3O3,Boric acid,10043353,0,C3h,1,0.0,1,32,7,calculated,CCD/cc-pVDZ,"B 0.000000 0.000000 0.000000
O 0.000000 1.374200 0.000000
O -1.190100 -0.687100 0.000000
O 1.190100 -0.687100 0.000000
H -0.906000 1.701400 0.000000
H -1.020500 -1.635300 0.000000
H 1.926500 -0.066100 0.000000",HF,STO-3G,-247.791703,QCISD,cc-pVDZ,-251.873386
BH3_13283313,BH3,boron trihydride,13283313,0,C2v,1,0.0,1,8,4,experimental,,"B 0.000000 0.000000 0.000000
H 0.000000 1.190000 0.000000
H 1.030600 -0.595000 0.000000
H -1.030600 -0.595000 0.000000",HF,STO-3G,-26.070703,CCSD(T)=FULL,aug-cc-pVQZ,-26.573231
BH4-_16971292,BH4,borohydride anion,16971292,-1,D2d,1,0.0,1,10,5,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"B 0.000000 0.000000 0.000000
H 0.712700 0.712700 0.712700
H -0.712700 -0.712700 0.712700
H -0.712700 0.712700 -0.712700
H 0.712700 -0.712700 -0.712700",HF,STO-3G,-26.553468,CCSD(T)=FULL,aug-cc-pVQZ,-27.222771
BH4Li_16949158,BH4Li,Lithium borohydride,16949158,0,C3v,1,0.0,1,12,6,calculated,CCSD(T)=FULL/aug-cc-pVTZ,"Li 0.000000 0.000000 -1.406900
B 0.000000 0.000000 0.500300
H 0.000000 0.000000 1.690300
H 0.000000 1.138300 0.009600
H 0.985800 -0.569100 0.009600
H -0.985800 -0.569100 0.009600",HF,STO-3G,-34.002471,CCSD(T)=FULL,aug-cc-pVTZ,-34.70716
BH4N_14720355,BH4N,Boranamine,14720355,0,C2v,1,0.0,1,16,6,experimental,,"B 0.000000 0.000000 -0.778400
N 0.000000 0.000000 0.612600
H 0.000000 1.046200 -1.355900
H 0.000000 -1.046200 -1.355900
H 0.000000 0.843000 1.157900
H 0.000000 -0.843000 1.157900",HF,STO-3G,-80.465903,CCSD(T)=FULL,aug-cc-pVQZ,-81.977076
BH4_16971292,BH4,borohydride,16971292,0,D2d,2,0.75,0,9,5,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"B 0.000000 0.000000 0.149900
H 0.000000 0.515500 -1.024100
H 0.000000 -0.515500 -1.024100
H -1.068000 0.000000 0.649300
H 1.068000 0.000000 0.649300",HF,STO-3G,-26.537188,CCSD(T)=FULL,aug-cc-pVQZ,-27.106502
BH5N2_18447535,BH5N2,diaminoborane,18447535,0,C2v,1,0.0,1,24,8,experimental,,"B 0.000000 0.000000 0.507200
H 0.000000 0.000000 1.700200
N 0.000000 1.240200 -0.180300
N 0.000000 -1.240200 -0.180300
H 0.000000 2.111400 0.320700
H 0.000000 1.322100 -1.176900
H 0.000000 -2.111400 0.320700
H 0.000000 -1.322100 -1.176900",HF,6-31G*,-136.568302,MP2,cc-pVTZ,-137.170469
BH6N_13774817,BH6N,borane ammonia,13774817,0,C3v,1,0.0,1,18,8,experimental,,"B 0.000000 0.000000 -0.922300
N 0.000000 0.000000 0.723000
H 0.000000 -1.164700 -1.234400
H -1.008700 0.582400 -1.234400
H 1.008700 0.582400 -1.234400
H 0.000000 0.943200 1.084500
H -0.816800 -0.471600 1.084500
H 0.816800 -0.471600 1.084500",HF,STO-3G,-81.59951,CCSD(T)=FULL,aug-cc-pVQZ,-83.152392
BH6P_19121563,BH6P,borane phosphine,19121563,0,C3v,1,0.0,1,26,8,experimental,,"B 0.000000 0.000000 -1.381200
P 0.000000 0.000000 0.555900
H 0.000000 -1.178000 -1.666100
H -1.020200 0.589000 -1.666100
H 1.020200 0.589000 -1.666100
H 0.000000 1.247600 1.188800
H -1.080500 -0.623800 1.188800
H 1.080500 -0.623800 1.188800",HF,STO-3G,-364.755842,CCSD(T)=FULL,aug-cc-pVQZ,-369.379253
BHN_40493810,BHN,hydrogen nitrogen boron,40493810,0,C∞v,2,0.756,0,13,3,calculated,CCSD(T)/aug-cc-pVTZ,"N 0.000000 0.000000 0.402700
B 0.000000 0.000000 -0.843100
H 0.000000 0.000000 1.396500",HF,STO-3G,-78.601498,CCSD(T),aug-cc-pVTZ,-79.977014
BHO_20611590,BHO,Boron hydride oxide,20611590,0,C∞v,1,0.0,1,14,3,experimental,,"B 0.000000 0.000000 1.166000
H 0.000000 0.000000 0.000000
O 0.000000 0.000000 2.366000",HF,STO-3G,-98.826901,CCSD(T)=FULL,aug-cc-pVQZ,-100.644573
BHS_14457853,BHS,hydrogen boron sulfide,14457853,0,C∞v,1,0.0,1,22,3,experimental,,"B 0.000000 0.000000 0.000000
H 0.000000 0.000000 1.169200
S 0.000000 0.000000 -1.599500",HF,STO-3G,-418.125278,CCSD(T)=FULL,aug-cc-pVQZ,-423.246133
BH_13766262,BH,Boron monohydride,13766262,0,C∞v,1,0.0,1,6,2,experimental,,"B 0.000000 0.000000 0.000000
H 0.000000 0.000000 1.232400",HF,STO-3G,-24.752986,CCSD(T)=FULL,aug-cc-pVQZ,-25.259679
BLi_12523567,BLi,Lithium boride,12523567,0,C∞v,3,2.0,0,8,2,calculated,CCSD(T)=FULL/cc-pCVTZ,"Li 0.000000 0.000000 -1.334100
B 0.000000 0.000000 0.800500",HF,STO-3G,-31.511924,CCSD(T)=FULL,aug-cc-pVQZ,-32.12245
BN+_10043115,BN,boron nitride cation,10043115,1,C∞v,2,0.758,0,11,2,experimental,,"B 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.325000",HF,6-31G*,-78.525415,CCSD(T),cc-pV(T+d)Z,-78.834137
BN-_10043115,BN,boron nitride anion,10043115,-1,C∞v,2,0.885,0,13,2,experimental,,"B 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.325000",HF,6-31G*,-79.02086,CCSD(T)=FULL,aug-cc-pVTZ,-79.411569
BN_10043115,BN,boron nitride,10043115,0,C∞v,3,2.0,0,12,2,experimental,,"B 0.000000 0.000000 0.000000
N 0.000000 0.000000 1.325000",HF,STO-3G,-77.943717,CCSD(T)=FULL,aug-cc-pVQZ,-79.343481
BO+_12505770,BO,boron monoxide cation,12505770,1,C∞v,1,0.0,1,12,2,experimental,,"B 0.000000 0.000000 0.000000
O 0.000000 0.000000 1.204500",HF,STO-3G,-97.75936,CCSD(T)=FULL,aug-cc-pVQZ,-99.480328
BO-_12505770,BO,boron monoxide anion,12505770,-1,C∞v,1,0.0,1,14,2,experimental,,"B 0.000000 0.000000 0.000000
O 0.000000 0.000000 1.204500",HF,STO-3G,-98.000826,CCSD(T)=FULL,aug-cc-pVQZ,-100.050302
BO2+_13840885,BO2,Boron dioxide cation,13840885,1,D∞h,3,2.094,0,20,3,experimental,,"B 0.000000 0.000000 0.000000
O 0.000000 0.000000 1.265000
O 0.000000 0.000000 -1.265000",HF,STO-3G,-171.794086,CCSD(T)=FULL,aug-cc-pVTZ,-174.625531
BO2-_13840885,BO2,Boron dioxide anion,13840885,-1,D∞h,1,0.0,1,22,3,experimental,,"B 0.000000 0.000000 0.000000
O 0.000000 0.000000 1.265000
O 0.000000 0.000000 -1.265000",HF,STO-3G,-171.973039,CCSD(T)=FULL,cc-pVQZ,-175.344366
BO2_13840885,BO2,Boron dioxide,13840885,0,D∞h,2,0.755,0,21,3,experimental,,"B 0.000000 0.000000 0.000000
O 0.000000 0.000000 1.265000
O 0.000000 0.000000 -1.265000",HF,STO-3G,-172.10594,CCSD(T),6-31G**,-174.856744
BO_12505770,BO,boron monoxide,12505770,0,C∞v,2,0.751,0,13,2,experimental,,"B 0.000000 0.000000 0.000000
O 0.000000 0.000000 1.204500",HF,STO-3G,-98.174385,CCSD(T)=FULL,aug-cc-pVQZ,-99.958759
BP_20205918,BP,Boron monophosphide,20205918,0,C∞v,3,2.004,0,20,2,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"B 0.000000 0.000000 -1.306600
P 0.000000 0.000000 0.435500",HF,STO-3G,-361.107454,CCSD(T)=FULL,aug-cc-pVQZ,-365.626326
BS+_12228396,BS,boron monosulfide cation,12228396,1,C∞v,1,0.0,1,20,2,experimental,,"B 0.000000 0.000000 0.000000
S 0.000000 0.000000 1.609200",HF,STO-3G,-417.13894,CCSD(T)=FULL,6-31G*,-421.966688
BS-_12228396,BS,boron monosulfide anion,12228396,-1,C∞v,1,0.0,1,22,2,experimental,,"B 0.000000 0.000000 0.000000
S 0.000000 0.000000 1.609200",HF,STO-3G,-417.290215,CCSD(T)=FULL,6-31G*,-422.410483
BS_12228396,BS,boron sulfide,12228396,0,C∞v,2,0.757,0,21,2,experimental,,"B 0.000000 0.000000 0.000000
S 0.000000 0.000000 1.609200",HF,STO-3G,-417.471237,CCSD(T),cc-pVTZ,-422.453723
BSi_12589025,BSi,Boron silicide,12589025,0,C∞v,4,3.75,0,19,2,calculated,CCSD(T)=FULL/aug-cc-pVQZ,"B 0.000000 0.000000 -1.404700
Si 0.000000 0.000000 0.501700",HF,STO-3G,-309.744572,CCSD(T)=FULL,aug-cc-pVQZ,-313.726361
B_7440428,B,Boron atom,7440428,0,Kh,2,0.75,0,5,1,single atom,,B 0.000000 0.000000 0.000000,HF,STO-3G,-24.148989,CCSD(T)=FULL,aug-cc-pVQZ,-24.623672
Be+_7440417,Be,Beryllium atom cation,7440417,1,Kh,2,0.75,0,3,1,single atom,,Be 0.000000 0.000000 0.000000,HF,STO-3G,-14.097843,CCSD(T)=FULL,"6-311+G(3df,2pd)",-14.292665
Be-_7440417,Be,Beryllium atom anion,7440417,-1,Kh,2,0.75,0,5,1,single atom,,Be 0.000000 0.000000 0.000000,HF,6-31G*,-14.494336,MP4,aug-cc-pVTZ,-14.601046
Be2+_14452609,Be2,Beryllium diatomic cation,14452609,1,D∞h,2,0.75,0,7,2,experimental,,"Be 0.000000 0.000000 0.000000
Be 0.000000 0.000000 2.460000",HF,6-31G*,-28.916443,CCSD(T),cc-pV(T+d)Z,-28.968019
Be2-_14452609,Be2,Beryllium diatomic anion,14452609,-1,D∞h,2,0.75,0,9,2,experimental,,"Be 0.000000 0.000000 0.000000
Be 0.000000 0.000000 2.460000",HF,6-31G*,-29.093077,CCSD(T),cc-pV(T+d)Z,-29.248871
Be2_14452609,Be2,Beryllium diatomic,14452609,0,D∞h,1,0.0,1,8,2,experimental,,"Be 0.000000 0.000000 0.000000
Be 0.000000 0.000000 2.460000",HF,STO-3G,-28.704383,CCSD(T)=FULL,aug-cc-pVQZ,-29.284309
BeBr2_7787464,BeBr2,Beryllium bromide,7787464,0,D∞h,1,0.0,1,74,3,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"Be 0.000000 0.000000 0.000000
Br 0.000000 0.000000 1.938300
Br 0.000000 0.000000 -1.938300",HF,STO-3G,-5103.961336,CCSD(T)=FULL,aug-cc-pVQZ,-5160.585483
BeCl+_13814501,BeCl,beryllium monochloride cation,13814501,1,C∞v,1,0.0,1,20,2,experimental,,"Be 0.000000 0.000000 0.000000
Cl 0.000000 0.000000 1.797100",HF,STO-3G,-468.758576,CCSD(T)=FULL,aug-cc-pVTZ,-474.164932
BeCl-_13814501,BeCl,beryllium monochloride anion,13814501,-1,C∞v,1,0.0,1,22,2,experimental,,"Be 0.000000 0.000000 0.000000
Cl 0.000000 0.000000 1.797100",HF,STO-3G,-468.918492,CCSD(T)=FULL,6-31G*,-474.341283
BeCl2_7787475,BeCl2,Beryllium chloride,7787475,0,D∞h,1,0.0,1,38,3,experimental,,"Be 0.000000 0.000000 0.000000
Cl 0.000000 0.000000 1.750000
Cl 0.000000 0.000000 -1.750000",HF,STO-3G,-923.770768,CCSD(T)=FULL,aug-cc-pVTZ,-934.401576
BeCl_13814501,BeCl,beryllium monochloride,13814501,0,C∞v,2,0.75,0,21,2,experimental,,"Be 0.000000 0.000000 0.000000
Cl 0.000000 0.000000 1.797100",HF,STO-3G,-469.049628,CCSD(T)=FULL,aug-cc-pVTZ,-474.483032
BeF+_13597961,BeF,Beryllium monofluoride cation,13597961,1,C∞v,1,0.0,1,12,2,experimental,,"Be 0.000000 0.000000 0.000000
F 0.000000 0.000000 1.361000",HF,STO-3G,-112.224606,CCSD(T)=FULL,cc-pVQZ,-114.209782
BeF-_13597961,BeF,Beryllium monofluoride anion,13597961,-1,C∞v,1,0.0,1,14,2,experimental,,"Be 0.000000 0.000000 0.000000
F 0.000000 0.000000 1.361000",HF,STO-3G,-112.325769,CCSD(T)=FULL,aug-cc-pVQZ,-114.583424
BeF2_7787497,BeF2,Beryllium fluoride,7787497,0,D∞h,1,0.0,1,22,3,experimental,,"Be 0.000000 0.000000 0.000000
F 0.000000 0.000000 1.400000
F 0.000000 0.000000 -1.400000",HF,STO-3G,-210.644473,CCSD(T)=FULL,aug-cc-pVTZ,-214.397987
BeF_13597961,BeF,Beryllium monofluoride,13597961,0,C∞v,2,0.75,0,13,2,experimental,,"Be 0.000000 0.000000 0.000000
F 0.000000 0.000000 1.361000",HF,STO-3G,-112.503527,CCSD(T),aug-cc-pVTZ,-114.457526
